date_sold,bedrooms,bathrooms,m2_living,m2_total,floors,waterfront,view,condition,grade,m2_above,m2_basement,yr_built,yr_renovated,zipcode,lat,long,m2_living15,m2_total15,price,yr_built_bins,renovated,basement_cat,month,year
02/07/2014,3,3,178.37,718.88,1,False,0,3,3,141.21,37.16,1965,0,98148,47.4562,-122.33,201.6,785.21,250000,1947-1965,True,small,2,2014
15/08/2014,3,3,237.83,334.45,2,False,0,3,4,196.02,41.81,1994,0,98119,47.633,-122.37,200.67,334.45,925000,1983-2001,True,small,8,2014
23/07/2014,4,3,170.94,1439.61,2,False,0,3,3,170.94,,1991,0,98059,47.4683,-122.07,170.94,1397.25,390000,1983-2001,True,no_basement,7,2014
10/03/2015,3,3,193.24,891.86,1,False,0,3,3,193.24,,1988,0,98028,47.7698,-122.238,206.24,891.86,415000,1983-2001,True,no_basement,10,2015
04/04/2015,3,2,148.64,895.39,1,False,0,5,3,148.64,,1952,0,98040,47.5753,-122.224,167.22,1059.09,785000,1947-1965,True,no_basement,4,2015
24/09/2014,3,2,201.41,371.61,2,False,0,3,3,201.41,,1907,0,98105,47.6561,-122.325,164.44,371.61,575000,1900-1947,True,no_basement,9,2014
26/01/2015,2,1,79.9,802.3,1,False,0,3,2,79.9,,1924,0,98146,47.5081,-122.356,102.19,802.3,170000,1900-1947,True,no_basement,1,2015
14/10/2014,4,2,195.09,315.87,1,False,0,5,3,102.19,92.9,1915,0,98119,47.6429,-122.371,175.59,350.33,750000,1900-1947,True,large,10,2014
21/03/2015,3,1,105.91,895.48,1,False,0,4,3,105.91,,1967,0,98001,47.3112,-122.265,105.91,895.48,230000,1965-1983,False,no_basement,3,2015
05/01/2015,4,3,287.07,3258.45,2,False,0,3,4,287.07,,1978,0,98005,47.6359,-122.159,289.86,3265.51,855000,1965-1983,True,no_basement,5,2015
05/08/2014,3,1,123.56,4249.16,2,False,0,2,2,123.56,,1967,0,98058,47.436,-122.185,138.42,2229.65,235000,1965-1983,True,no_basement,5,2014
08/09/2014,2,1,126.35,6434.41,1,False,0,4,1,126.35,,1937,0,98065,47.5229,-121.838,135.64,6434.41,335000,1900-1947,True,no_basement,8,2014
03/07/2014,5,3,317.73,1684.23,2,False,0,3,4,235.97,81.75,1952,2005,98040,47.5333,-122.217,348.38,1515.79,1200000,1947-1965,True,large,3,2014
30/03/2015,4,2,202.53,557.41,2,False,0,3,3,191.38,11.15,1927,0,98144,47.5958,-122.306,127.28,418.06,677000,1900-1947,True,small,3,2015
22/10/2014,3,2,167.22,464.51,2,False,0,5,3,148.64,18.58,1925,0,98136,47.5447,-122.389,152.36,464.51,575000,1900-1947,True,small,10,2014
18/02/2015,2,1,104.05,426.42,1,False,0,3,3,104.05,,1924,0,98118,47.5663,-122.285,104.05,473.8,450000,1900-1947,True,no_basement,2,2015
27/03/2015,3,3,276.85,669.08,2,False,0,3,3,276.85,,1999,0,98033,47.6769,-122.177,225.75,676.33,817250,1983-2001,True,no_basement,3,2015
02/12/2014,4,3,241.55,2657.0,1,False,0,3,3,168.15,73.39,1968,0,98072,47.7757,-122.139,239.69,2503.72,440000,1965-1983,True,medium,2,2014
07/05/2014,2,2,144.0,222.97,2,False,0,4,3,144.0,,1900,0,98103,47.654,-122.346,109.62,113.71,526000,1900-1947,True,no_basement,7,2014
25/07/2014,3,3,309.36,1417.5,2,False,0,3,4,309.36,,1986,0,98077,47.7262,-122.06,312.15,1379.6,762500,1983-2001,True,no_basement,7,2014
14/04/2015,4,3,204.38,717.11,2,False,0,3,3,204.38,,2000,0,98030,47.3649,-122.194,228.54,682.65,325000,1983-2001,True,no_basement,4,2015
10/07/2014,4,4,356.74,7964.33,2,False,0,3,5,356.74,,1998,0,98014,47.615,-121.954,225.75,3961.63,840000,1983-2001,True,no_basement,10,2014
03/05/2015,2,1,78.04,418.06,1,False,0,3,2,78.04,,1939,0,98136,47.5441,-122.39,120.77,464.51,377500,1900-1947,True,no_basement,3,2015
23/09/2014,3,2,117.99,662.21,1,False,0,4,2,117.99,,1954,0,98198,47.422,-122.321,117.99,741.92,212500,1947-1965,True,no_basement,9,2014
15/05/2014,4,3,301.0,1886.01,2,False,0,3,4,301.0,,1985,0,98052,47.719,-122.114,279.64,2197.14,749400,1983-2001,True,no_basement,5,2014
26/06/2014,3,3,230.4,3515.7,2,True,3,4,3,230.4,,1974,0,98070,47.4003,-122.422,218.32,3913.23,663000,1965-1983,True,no_basement,6,2014
21/07/2014,3,3,415.27,2091.97,2,False,2,3,4,301.0,114.27,1953,2004,98006,47.574,-122.18,272.2,2028.71,1480000,1947-1965,True,large,7,2014
15/10/2014,3,1,165.37,724.64,1,False,0,3,3,98.48,66.89,1957,0,98178,47.4932,-122.263,134.71,724.64,261000,1947-1965,True,medium,10,2014
10/04/2015,4,3,171.87,859.16,2,False,0,3,3,171.87,,1997,0,98028,47.735,-122.244,193.24,809.27,515000,1983-2001,True,no_basement,10,2015
12/05/2014,3,3,204.38,1572.0,2,False,0,3,3,204.38,,1987,0,98038,47.3727,-122.051,191.38,1572.0,410000,1983-2001,True,no_basement,12,2014
08/07/2014,3,3,256.41,943.89,1,False,0,3,3,256.41,,1969,0,98058,47.4504,-122.15,256.41,891.86,336000,1965-1983,True,no_basement,8,2014
25/02/2015,2,1,101.26,383.5,1,False,0,3,3,101.26,,1948,0,98115,47.696,-122.314,101.26,502.88,440000,1947-1965,True,no_basement,2,2015
09/01/2015,4,3,287.07,575.99,2,False,0,3,4,287.07,,2014,0,98006,47.5538,-122.189,268.49,939.06,908950,2001-2015,True,no_basement,9,2015
25/11/2014,2,1,76.18,343.74,1,False,0,5,3,76.18,,1968,0,98040,47.588,-122.251,162.58,836.12,554000,1965-1983,True,no_basement,11,2014
09/05/2014,3,3,134.24,149.2,2,False,0,3,3,120.77,13.47,2003,0,98027,47.5348,-122.072,130.99,119.47,387000,2001-2015,True,small,9,2014
05/05/2015,4,3,168.15,858.42,2,False,0,3,3,168.15,,1961,0,98055,47.4362,-122.187,154.22,858.42,268643,1947-1965,True,no_basement,5,2015
21/07/2014,3,2,150.5,464.51,1,False,0,3,3,85.47,65.03,1954,0,98117,47.681,-122.372,149.57,464.51,514000,1947-1965,True,medium,7,2014
23/07/2014,2,2,98.48,388.52,2,False,0,3,3,98.48,,1977,0,98115,47.6787,-122.308,163.51,426.42,420000,1965-1983,True,no_basement,7,2014
10/09/2014,3,2,97.55,917.04,1,False,0,5,3,97.55,,1968,0,98042,47.3816,-122.087,120.77,1002.79,199000,1965-1983,True,no_basement,10,2014
17/03/2015,3,1,93.83,1458.66,1,False,0,4,3,93.83,,1949,0,98188,47.4518,-122.292,117.06,910.44,225000,1947-1965,True,no_basement,3,2015
19/08/2014,4,3,190.45,782.61,2,False,0,4,3,190.45,,1993,0,98022,47.196,-122.011,183.02,784.84,320000,1983-2001,True,no_basement,8,2014
23/10/2014,2,1,90.12,760.41,1,False,0,5,2,90.12,,1904,0,98031,47.4025,-122.201,139.35,1165.09,204995,1900-1947,True,no_basement,10,2014
29/12/2014,3,2,143.07,169.73,2,False,0,3,3,143.07,,2005,0,98029,47.5479,-121.999,144.93,191.19,376000,2001-2015,True,no_basement,12,2014
15/12/2014,4,3,278.71,578.04,2,False,0,3,4,278.71,,2004,0,98029,47.5582,-122.025,310.29,670.94,705000,2001-2015,True,no_basement,12,2014
02/06/2014,4,3,296.36,731.05,2,False,2,3,4,296.36,,2001,0,98065,47.5317,-121.866,244.33,626.07,725995,1983-2001,True,no_basement,2,2014
26/01/2015,4,3,173.73,760.87,1,False,0,3,3,102.19,71.53,1977,0,98058,47.4521,-122.161,147.71,850.06,285000,1965-1983,True,medium,1,2015
02/05/2014,4,3,204.38,873.0,2,False,0,3,3,204.38,,1987,0,98001,47.3406,-122.269,214.6,852.47,285000,1983-2001,True,no_basement,2,2014
20/08/2014,4,3,285.21,551.47,2,False,0,3,4,285.21,,2005,0,98075,47.5902,-121.988,293.57,551.47,731000,2001-2015,True,no_basement,8,2014
01/05/2015,4,4,346.53,1579.34,2,False,3,4,4,261.98,84.54,1986,0,98040,47.5355,-122.242,360.46,1444.63,1560000,1983-2001,True,large,1,2015
06/10/2014,4,3,226.68,968.32,1,False,0,3,3,226.68,,1955,1993,98034,47.725,-122.172,184.88,720.74,510000,1947-1965,True,no_basement,6,2014
23/10/2014,2,1,91.97,402.45,1,False,0,3,3,91.97,,1909,0,98103,47.6528,-122.331,178.37,317.73,620000,1900-1947,True,no_basement,10,2014
22/04/2015,3,4,386.47,2953.92,2,False,0,3,5,386.47,,1989,0,98053,47.6635,-122.017,399.48,3362.32,1110000,1983-2001,True,no_basement,4,2015
22/07/2014,4,4,340.95,460.8,2,False,0,3,4,266.63,74.32,2005,0,98177,47.7022,-122.374,141.21,588.54,796000,2001-2015,True,medium,7,2014
30/09/2014,3,2,84.54,2369.01,1,False,0,3,1,84.54,,1943,0,98188,47.4565,-122.276,146.79,930.79,255000,1900-1947,True,no_basement,9,2014
28/04/2015,3,3,180.23,371.61,2,False,0,4,4,180.23,,2000,0,98199,47.659,-122.398,130.99,371.61,807000,1983-2001,True,no_basement,4,2015
10/11/2014,4,3,165.37,557.41,2,False,0,3,4,165.37,,2000,0,98038,47.3774,-122.027,246.19,557.41,315000,1983-2001,True,no_basement,10,2014
27/02/2015,3,3,204.38,683.3,2,False,0,4,3,204.38,,1986,0,98052,47.7266,-122.103,212.75,730.96,637000,1983-2001,True,no_basement,2,2015
03/12/2014,4,5,595.5,4072.65,3,False,2,4,5,521.18,74.32,1906,0,98144,47.5703,-122.28,210.89,615.94,2730000,1900-1947,True,medium,3,2014
11/12/2014,3,2,192.31,931.16,1,False,0,3,3,113.34,78.97,1981,0,98074,47.6492,-122.062,197.88,900.59,490000,1965-1983,True,medium,11,2014
10/06/2014,3,2,189.52,676.42,1,False,0,3,3,94.76,94.76,1962,0,98188,47.4681,-122.282,161.65,699.28,253000,1947-1965,True,large,10,2014
08/05/2014,4,3,215.53,582.5,2,False,0,3,3,215.53,,2004,0,98042,47.3501,-122.14,199.74,582.5,325900,2001-2015,True,no_basement,8,2014
15/10/2014,2,2,133.78,620.31,1,False,0,3,3,80.82,52.95,1952,0,98118,47.5513,-122.264,187.66,709.96,425000,1947-1965,True,medium,10,2014
05/09/2014,4,3,157.93,620.12,2,False,0,3,3,157.93,,1997,0,98038,47.3638,-122.053,145.86,700.48,215000,1983-2001,True,no_basement,5,2014
08/04/2015,4,3,157.93,620.12,2,False,0,3,3,157.93,,1997,0,98038,47.3638,-122.053,145.86,700.48,315000,1983-2001,True,no_basement,8,2015
16/05/2014,3,2,190.45,365.38,1,False,0,3,3,109.62,80.82,1926,2001,98112,47.6436,-122.303,180.23,371.61,724800,1900-1947,True,medium,5,2014
09/07/2014,2,1,74.32,603.86,1,False,0,4,2,74.32,,1953,0,98133,47.7621,-122.358,113.34,650.32,295000,1947-1965,True,no_basement,9,2014
16/03/2015,3,2,167.22,707.92,1,False,0,3,3,125.42,41.81,1951,0,98177,47.7165,-122.361,164.44,707.92,509007,1947-1965,True,small,3,2015
13/04/2015,5,2,135.64,15742.1,2,False,0,3,2,135.64,,1910,0,98030,47.3714,-122.177,209.03,562.89,306000,1900-1947,True,no_basement,4,2015
17/07/2014,3,2,119.84,669.83,1,False,0,3,3,119.84,,1984,0,98023,47.2889,-122.363,125.42,697.6,205000,1983-2001,True,no_basement,7,2014
31/07/2014,3,2,176.51,904.59,1,False,0,4,3,111.48,65.03,1968,0,98031,47.4125,-122.207,155.15,904.59,275000,1965-1983,True,medium,7,2014
06/11/2014,3,2,137.5,650.32,1,False,2,3,3,137.5,,1963,0,98122,47.6018,-122.291,171.87,371.61,685000,1947-1965,True,no_basement,6,2014
20/04/2015,4,3,194.17,1192.21,1,False,0,3,3,113.34,80.82,1969,0,98034,47.7266,-122.175,161.65,1040.51,465000,1965-1983,True,medium,4,2015
08/07/2014,4,3,181.16,910.44,1,False,0,3,3,123.56,57.6,1968,0,98033,47.666,-122.178,201.6,910.44,560000,1965-1983,True,medium,8,2014
23/02/2015,3,2,116.13,892.33,1,False,0,3,3,116.13,,1964,0,98008,47.6325,-122.121,145.86,892.33,458500,1947-1965,True,no_basement,2,2015
31/03/2015,3,1,91.97,705.13,1,False,0,3,2,91.97,,1959,0,98008,47.6228,-122.121,102.19,705.13,354000,1947-1965,True,no_basement,3,2015
13/01/2015,3,3,254.55,736.06,2,False,0,3,4,254.55,,1998,0,98058,47.4349,-122.105,254.55,818.93,441000,1983-2001,True,no_basement,1,2015
29/08/2014,3,2,117.06,974.36,1,False,0,2,3,103.12,13.94,1952,0,98106,47.5417,-122.357,143.07,847.27,194000,1947-1965,True,small,8,2014
15/05/2014,4,3,199.74,632.39,2,False,0,4,3,199.74,,1991,0,98031,47.4053,-122.189,177.44,672.61,316500,1983-2001,True,no_basement,5,2014
25/08/2014,3,2,162.58,301.93,2,False,0,4,3,114.27,48.31,1929,0,98117,47.6807,-122.366,137.5,334.45,524950,1900-1947,True,small,8,2014
27/04/2015,3,3,267.56,565.96,2,False,4,4,3,178.37,89.19,1983,0,98116,47.5878,-122.381,267.56,493.13,1050000,1965-1983,True,large,4,2015
12/04/2015,4,3,240.62,1290.78,2,False,0,4,4,240.62,,1975,0,98005,47.6351,-122.165,252.69,1290.78,925000,1965-1983,True,no_basement,12,2015
20/10/2014,3,2,225.75,420.29,2,False,0,4,3,170.01,55.74,1924,0,98103,47.674,-122.35,149.57,380.9,780000,1900-1947,True,medium,10,2014
19/05/2014,2,2,136.57,290.6,2,False,0,3,2,136.57,,2005,0,98038,47.349,-122.021,109.62,239.32,241000,2001-2015,True,no_basement,5,2014
19/06/2014,3,3,187.66,998.14,1,False,0,5,3,117.99,69.68,1954,0,98166,47.4403,-122.343,187.66,1028.34,519000,1947-1965,True,medium,6,2014
28/08/2014,2,1,56.67,371.61,1,False,0,4,2,56.67,,1918,0,98136,47.5469,-122.391,80.82,479.38,286000,1900-1947,True,no_basement,8,2014
09/10/2014,3,2,278.71,1653.66,1,False,0,3,3,139.35,139.35,1962,0,98125,47.7058,-122.315,222.97,771.09,400000,1947-1965,True,large,9,2014
09/10/2014,2,1,85.47,4046.82,1,False,0,4,1,85.47,,1923,0,98024,47.5245,-121.931,142.14,1103.21,255000,1900-1947,True,no_basement,9,2014
21/01/2015,3,2,99.41,720.36,1,False,0,3,2,99.41,,1953,0,98146,47.5079,-122.344,88.26,719.06,152000,1947-1965,True,no_basement,1,2015
01/12/2014,4,2,316.8,1406.82,2,False,0,4,3,316.8,,1972,1987,98052,47.6709,-122.052,218.32,2409.51,599000,1965-1983,True,no_basement,1,2014
24/10/2014,4,3,169.08,362.78,2,False,0,3,3,169.08,,2001,0,98019,47.7346,-121.985,169.08,358.88,330000,1983-2001,True,no_basement,10,2014
19/05/2014,2,1,98.48,668.25,1,False,0,3,3,98.48,,1926,0,98133,47.7102,-122.356,183.95,702.34,461000,1900-1947,True,no_basement,5,2014
10/03/2015,5,3,285.21,3250.74,2,False,0,3,4,285.21,,1995,0,98059,47.4721,-122.148,199.74,1812.99,620000,1983-2001,True,no_basement,10,2015
06/10/2014,4,3,213.68,20355.44,1,False,0,4,3,170.94,42.74,1958,0,98038,47.4044,-121.963,196.95,11492.94,352500,1947-1965,True,small,6,2014
06/08/2014,3,2,149.57,642.05,1,False,0,3,3,117.06,32.52,1988,0,98034,47.7188,-122.177,151.43,642.05,435000,1983-2001,True,small,6,2014
16/05/2014,5,3,262.91,493.31,2,False,0,3,4,262.91,,2006,0,98052,47.7074,-122.101,292.64,611.39,725000,2001-2015,True,no_basement,5,2014
05/11/2014,3,1,90.12,1142.7,1,False,0,3,3,90.12,,1982,0,98028,47.7335,-122.227,189.52,928.47,300000,1965-1983,True,no_basement,5,2014
11/11/2014,3,3,156.08,769.6,2,False,0,3,3,156.08,,1989,0,98038,47.3609,-122.048,144.0,769.6,252000,1983-2001,True,no_basement,11,2014
05/10/2014,4,3,189.52,835.75,1,False,0,4,3,117.06,72.46,1974,0,98033,47.666,-122.185,229.47,852.84,464625,1965-1983,True,medium,5,2014
12/12/2014,3,1,134.71,890.56,2,False,0,3,3,134.71,,1950,0,98155,47.7443,-122.326,139.35,798.22,340000,1947-1965,True,no_basement,12,2014
20/06/2014,4,3,266.63,583.43,2,False,0,4,4,183.95,82.68,1905,0,98112,47.6329,-122.31,220.18,442.21,1330000,1900-1947,True,large,6,2014
06/02/2015,5,2,173.73,1297.84,1,False,0,4,3,104.05,69.68,1969,0,98027,47.5243,-122.042,172.8,1297.84,455000,1965-1983,True,medium,6,2015
13/05/2015,4,4,231.33,1676.14,2,False,0,3,3,231.33,,2003,0,98070,47.4161,-122.441,182.09,1960.89,495000,2001-2015,True,no_basement,5,2015
21/04/2015,4,3,311.22,418.15,2,False,0,3,4,245.26,65.96,2002,0,98117,47.688,-122.379,92.9,418.06,925000,2001-2015,True,medium,4,2015
11/12/2014,4,3,296.36,811.69,2,False,0,3,4,296.36,,2006,0,98065,47.523,-121.877,301.0,662.49,587000,2001-2015,True,no_basement,11,2014
05/05/2014,3,2,144.93,512.82,1,False,0,4,2,72.46,72.46,1944,0,98199,47.6515,-122.399,136.57,557.41,524000,1900-1947,True,medium,5,2014
13/06/2014,4,3,255.48,445.93,2,False,0,3,4,182.09,73.39,1905,2005,98103,47.6709,-122.337,222.97,492.38,1030000,1900-1947,True,medium,6,2014
30/09/2014,2,1,85.47,216.65,1,False,0,4,3,85.47,,1980,0,98198,47.3779,-122.32,121.7,265.05,176000,1965-1983,True,no_basement,9,2014
21/05/2014,2,1,105.91,510.96,1,False,0,3,2,105.91,,1947,0,98106,47.5187,-122.363,103.12,510.96,249900,1900-1947,True,no_basement,5,2014
05/06/2014,3,3,234.11,4937.11,2,False,0,3,3,234.11,,1988,0,98019,47.743,-121.925,187.66,5260.87,499500,1983-2001,True,no_basement,5,2014
11/09/2014,5,4,292.64,979.38,1,False,0,5,4,150.5,142.14,1974,0,98011,47.7469,-122.217,292.64,1096.9,600000,1965-1983,True,large,11,2014
14/08/2014,4,3,189.52,724.64,2,False,0,3,3,189.52,,2003,0,98168,47.473,-122.293,172.8,1017.65,294000,2001-2015,True,no_basement,8,2014
15/04/2015,4,2,165.37,1843.46,1,False,0,3,3,165.37,,1963,0,98058,47.4414,-122.154,205.31,1254.18,272000,1947-1965,True,no_basement,4,2015
15/05/2014,3,3,208.1,1003.34,2,False,0,3,3,208.1,,1996,0,98028,47.7433,-122.229,176.51,919.73,390000,1983-2001,True,no_basement,5,2014
09/01/2015,4,3,303.79,896.51,1,False,3,4,4,215.53,88.26,1971,0,98166,47.409,-122.333,217.39,1612.5,700000,1965-1983,True,large,9,2015
20/04/2015,5,3,288.93,615.11,2,False,0,3,4,288.93,,2006,0,98065,47.543,-121.888,329.8,738.85,635000,2001-2015,True,no_basement,4,2015
16/04/2015,4,2,171.87,334.45,2,False,0,3,3,154.22,17.65,1929,0,98112,47.6376,-122.307,183.02,334.45,920000,1900-1947,True,small,4,2015
04/08/2014,3,2,145.86,792.46,1,False,0,4,3,110.55,35.3,1983,0,98033,47.6881,-122.184,142.14,808.99,500000,1965-1983,True,small,4,2014
21/08/2014,2,1,69.68,419.45,1,False,0,3,2,69.68,,1942,0,98106,47.5198,-122.351,94.76,464.51,263500,1900-1947,True,no_basement,8,2014
13/03/2015,4,3,208.1,928.09,2,False,0,4,4,208.1,,1967,0,98040,47.5516,-122.217,241.55,1066.52,975000,1965-1983,True,no_basement,3,2015
14/11/2014,3,3,173.73,323.76,2,False,0,3,3,173.73,,2001,0,98029,47.5493,-122.004,180.23,323.76,575000,1983-2001,True,no_basement,11,2014
12/06/2014,4,3,249.26,3751.95,2,False,0,4,4,249.26,,1987,0,98052,47.6982,-122.138,249.26,3233.0,822000,1983-2001,True,no_basement,12,2014
16/01/2015,3,1,138.42,668.9,1,False,0,3,3,138.42,,1954,0,98125,47.7276,-122.307,118.91,668.9,300000,1947-1965,True,no_basement,1,2015
30/03/2015,4,3,217.39,1122.26,2,False,0,3,3,217.39,,1999,0,98019,47.7325,-121.969,204.38,1152.27,487600,1983-2001,True,no_basement,3,2015
07/07/2014,4,2,157.93,802.68,1,False,0,3,3,78.97,78.97,1955,2010,98006,47.5774,-122.153,150.5,836.12,500000,1947-1965,True,medium,7,2014
11/09/2014,2,2,134.71,91.88,3,False,0,3,4,134.71,,2014,0,98109,47.6354,-122.346,138.42,115.2,680000,2001-2015,True,no_basement,11,2014
10/09/2014,3,3,307.51,1959.87,2,False,2,3,4,307.51,,2004,0,98023,47.3049,-122.386,307.51,1285.3,419000,2001-2015,True,no_basement,10,2014
07/08/2014,4,2,141.21,487.74,1,False,0,3,2,141.21,,1949,0,98199,47.6581,-122.39,142.14,487.74,450000,1947-1965,True,no_basement,7,2014
18/06/2014,5,2,117.06,418.06,2,False,0,3,3,117.06,,1926,0,98119,47.6452,-122.369,130.99,407.66,650000,1900-1947,True,no_basement,6,2014
23/06/2014,3,2,170.94,751.21,1,False,0,4,3,170.94,,1964,0,98052,47.67,-122.155,170.94,748.79,550000,1947-1965,True,no_basement,6,2014
03/12/2014,4,2,162.58,483.28,1,False,1,4,2,99.41,63.17,1942,0,98108,47.5677,-122.317,194.17,501.67,330000,1900-1947,True,medium,3,2014
23/01/2015,4,1,134.71,2994.61,2,False,0,4,2,134.71,,1932,0,98030,47.3818,-122.21,142.14,940.64,282510,1900-1947,True,no_basement,1,2015
20/11/2014,4,4,588.07,1235.23,2,False,2,3,5,455.22,132.85,2000,0,98033,47.6488,-122.201,204.38,854.33,2390000,1983-2001,True,large,11,2014
20/11/2014,2,2,117.06,947.6,1,False,0,3,3,94.76,22.3,1983,0,98003,47.2593,-122.312,144.93,947.6,230000,1965-1983,True,small,11,2014
04/10/2014,4,2,195.09,614.36,2,False,0,3,3,195.09,,1909,2004,98116,47.567,-122.385,151.43,534.19,750000,1900-1947,True,no_basement,4,2014
16/09/2014,4,3,225.75,498.51,2,False,0,3,3,225.75,,2002,0,98092,47.3352,-122.19,195.09,502.97,321000,2001-2015,True,no_basement,9,2014
27/10/2014,4,4,394.83,1672.24,2,False,3,5,4,311.22,83.61,1980,0,98040,47.5612,-122.229,352.1,1350.52,2200000,1965-1983,True,large,10,2014
18/03/2015,4,2,170.01,967.67,1,False,0,3,3,127.28,42.74,1958,0,98146,47.4878,-122.341,170.01,861.3,245000,1947-1965,True,small,3,2015
23/12/2014,2,1,121.7,371.61,1,False,0,3,2,121.7,,1913,0,98103,47.6854,-122.329,144.0,371.61,510000,1900-1947,True,no_basement,12,2014
24/06/2014,4,4,287.07,889.17,2,False,0,3,4,220.18,66.89,2004,0,98052,47.7058,-122.131,337.24,846.34,751000,2001-2015,True,medium,6,2014
23/05/2014,4,3,237.83,3400.32,2,False,0,4,4,237.83,,1987,0,98075,47.5851,-121.992,259.2,3400.32,675000,1983-2001,True,no_basement,5,2014
26/01/2015,3,2,179.3,1240.25,1,False,0,3,3,179.3,,1967,0,98023,47.3317,-122.365,210.89,1240.25,295000,1965-1983,True,no_basement,1,2015
28/10/2014,2,1,135.64,557.41,1,False,0,2,3,117.06,18.58,1925,0,98115,47.7009,-122.317,146.79,592.72,312000,1900-1947,True,small,10,2014
25/09/2014,3,3,321.44,1219.71,2,False,0,3,4,237.83,83.61,1988,0,98077,47.7315,-122.058,321.44,1167.6,730000,1983-2001,True,large,9,2014
02/01/2015,5,4,305.65,546.27,2,False,0,3,4,248.05,57.6,2005,0,98052,47.7067,-122.119,287.07,527.68,762500,2001-2015,True,medium,2,2015
28/05/2014,3,1,76.18,713.49,2,False,0,3,2,76.18,,1910,0,98106,47.528,-122.359,136.57,642.14,150000,1900-1947,True,no_basement,5,2014
09/03/2015,3,1,137.5,685.06,1,False,0,3,2,70.61,66.89,1954,0,98133,47.7775,-122.336,137.5,829.99,270000,1947-1965,True,medium,9,2015
06/04/2015,4,2,131.92,864.08,1,False,0,4,3,131.92,,1963,0,98008,47.6325,-122.121,142.14,750.19,400000,1947-1965,True,no_basement,6,2015
26/08/2014,3,3,259.2,624.3,2,False,0,3,3,259.2,,2002,0,98075,47.5958,-122.038,243.4,624.3,650000,2001-2015,True,no_basement,8,2014
06/10/2014,2,2,129.13,464.51,1,False,0,4,3,90.12,39.02,1954,0,98116,47.5673,-122.401,149.57,464.51,530000,1947-1965,True,small,6,2014
30/06/2014,3,1,88.26,873.28,1,False,0,4,3,88.26,,1954,0,98006,47.5746,-122.136,117.06,873.28,248000,1947-1965,True,no_basement,6,2014
08/01/2015,4,4,278.71,492.38,1,False,0,5,3,165.37,113.34,1949,0,98115,47.6748,-122.279,126.35,506.32,760000,1947-1965,True,large,8,2015
20/02/2015,4,1,118.91,977.42,2,False,0,3,3,118.91,,1960,0,98198,47.4215,-122.289,143.07,871.79,199000,1947-1965,True,no_basement,2,2015
20/10/2014,2,1,80.82,780.38,1,False,0,3,3,80.82,,1960,0,98188,47.4493,-122.282,99.41,1158.03,240000,1947-1965,True,no_basement,10,2014
04/05/2015,3,2,126.35,166.76,2,False,0,3,3,126.35,,1945,0,98199,47.6471,-122.397,146.79,166.76,415000,1900-1947,True,no_basement,4,2015
02/12/2014,3,1,92.9,1521.37,1,False,0,3,3,92.9,,1959,0,98059,47.4825,-122.108,131.92,1504.27,228000,1947-1965,True,no_basement,2,2014
25/02/2015,4,3,254.55,1124.67,1,False,0,3,3,183.95,70.61,1992,0,98133,47.7648,-122.355,201.6,1036.42,525000,1983-2001,True,medium,2,2015
23/06/2014,3,2,144.93,485.23,1,False,0,4,3,75.25,69.68,1940,0,98125,47.7175,-122.288,133.78,788.83,399950,1900-1947,True,medium,6,2014
13/04/2015,4,3,240.62,796.27,2,False,0,3,4,240.62,,1988,0,98052,47.691,-122.105,219.25,757.62,781000,1983-2001,True,no_basement,4,2015
28/04/2015,3,3,171.87,123.56,3,False,0,3,4,144.93,26.94,2004,0,98115,47.6831,-122.325,168.15,192.4,827000,2001-2015,True,small,4,2015
16/07/2014,5,3,232.26,800.91,2,False,0,4,3,232.26,,1968,0,98034,47.7379,-122.185,183.95,687.01,525000,1965-1983,True,no_basement,7,2014
24/02/2015,4,3,304.72,486.06,2,False,0,3,3,304.72,,2004,0,98053,47.6798,-122.033,241.55,471.94,671300,2001-2015,True,no_basement,2,2015
04/06/2014,2,1,62.24,220.92,1,False,0,3,1,62.24,,1919,0,98126,47.5769,-122.372,65.03,275.92,175000,1900-1947,True,no_basement,4,2014
02/03/2015,5,3,268.49,2094.67,1,False,0,4,4,199.74,68.75,1963,0,98040,47.5476,-122.219,279.64,1654.5,1100000,1947-1965,True,medium,2,2015
06/05/2015,5,3,278.71,981.05,1,False,0,3,3,139.35,139.35,1966,0,98004,47.6249,-122.206,249.91,1079.15,800000,1965-1983,True,large,6,2015
11/07/2014,4,3,178.37,427.35,2,False,0,3,3,178.37,,2002,0,98038,47.3795,-122.023,204.38,613.15,329950,2001-2015,True,no_basement,11,2014
05/08/2014,4,4,182.09,668.9,2,False,0,3,3,182.09,,1979,0,98034,47.7291,-122.218,183.95,699.46,445000,1965-1983,True,no_basement,5,2014
19/08/2014,3,2,185.8,1134.15,1,False,0,3,3,105.91,79.9,1979,0,98032,47.3752,-122.236,98.48,761.24,237000,1965-1983,True,medium,8,2014
23/09/2014,6,4,334.45,578.22,2,False,0,3,4,242.47,91.97,1945,2006,98199,47.6531,-122.405,132.85,578.22,1110000,1900-1947,True,large,9,2014
10/12/2014,4,3,254.55,529.54,2,False,0,3,4,254.55,,2006,0,98038,47.3535,-122.026,279.64,490.62,438900,2001-2015,True,no_basement,10,2014
08/08/2014,4,5,339.09,464.51,2,False,0,3,3,235.04,104.05,1915,2010,98105,47.6604,-122.289,233.18,464.51,1280000,1900-1947,True,large,8,2014
